strategy_key,strategy_label,signal_key,signal_label,entry_key,entry_label,exit_key,exit_label,signal_params,description,skipped_stop_broken,trades,completed_trades,win_rate,trade_win_rate,avg_return,avg_trade_return,median_return,median_trade_return,total_return,sum_trade_returns,max_drawdown,trade_sequence_drawdown,worst_trade_return,tail_return_10,avg_holding_days,avg_days,profit_factor,stop_hit_rate,max_hold_exit_rate,sample_gate_pass,edge_gate_pass,sample_gate_status,edge_gate_status,gate_sample,gate_median_trade_return,gate_profit_factor,time_gate_pass,time_gate_status,time_gate_unavailable_reason,time_stability_status,eligible_years,joint_positive_years,joint_positive_year_ratio,positive_year_ratio,median_annual_avg_trade_return,minimum_annual_avg_trade_return,median_annual_profit_factor,minimum_annual_profit_factor,annual_median_trade_return,loyo_fold_count,loyo_pass_count,loyo_pass_ratio,worst_loyo_avg_trade_return,worst_loyo_profit_factor,omitted_year_causing_worst_avg,omitted_year_causing_worst_pf,available_neighbors,eligible_neighbors,neighbor_pass_ratio,raw_eligible_neighbors,raw_neighbor_edge_pass_ratio,effective_eligible_neighbors,effective_neighbor_edge_pass_ratio,parameter_gate_pass,parameter_gate_status,parameter_gate_unavailable_reason,neighbor_median_return_min,neighbor_median_return_max,neighbor_drawdown_min,neighbor_drawdown_max,parameter_stability_status,mandatory_gates_pass,mandatory_gates_passed,mandatory_gate_status,qualification_tier,qualification_reason,qualification_tier_rank,robustness_tier,robustness_tier_rank,regime_stability_status,qualification_rank
score_bo_l10_rp002_erp005__breakout_5d_after_signal__low20_minus_0_5atr,Score BO L10 R20>=0.02 ER20>=0.05 / 5D breakout after signal / Low20 - 0.5ATR trailing,score_bo_l10_rp002_erp005,Score BO L10 R20>=0.02 ER20>=0.05,breakout_5d_after_signal,5D breakout after signal,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 10}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,6398,6398,0.47358549546733353,0.47358549546733353,0.010781437059481681,0.010781437059481681,-0.004069577418667201,-0.004069577418667201,2.1797212335384755e+23,68.9796343065638,-0.9999999999999934,-0.9999999999999934,-0.29544844846374707,-0.055504016316397384,38.53047827446077,38.53047827446077,1.556981898471907,0.7461706783369803,0.2538293216630197,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.007615776260340375,-0.030350701498512732,1.6525762866329157,0.21941968790848804,-0.004058724231150611,8,8,1.0,0.004661935563226168,1.2274607284188483,2020,2020,3,3,1.0,3,1.0,3,1.0,True,Pass,,-0.004258712620502146,-0.0010774975663787583,-0.999999999999997,-0.9999999999999706,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,215
score_bo_l10_rp002_erp010__breakout_5d_after_signal__low20,Score BO L10 R20>=0.02 ER20>=0.10 / 5D breakout after signal / Low20 trailing,score_bo_l10_rp002_erp010,Score BO L10 R20>=0.02 ER20>=0.10,breakout_5d_after_signal,5D breakout after signal,low20,Low20 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 10}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: Initial stop은 signal-day Low20입니다. 현재 Suggested Stop 아이디어와 가장 직접적으로 대응합니다.",0,6534,6534,0.4628099173553719,0.4628099173553719,0.009853674609599395,0.009853674609599395,-0.004635514165149178,-0.004635514165149178,1.0202203525500902e+22,64.38390989912244,-0.9999999999996446,-0.9999999999996446,-0.2779843604885638,-0.050855196953400704,34.739975512702784,34.739975512702784,1.5555464831899632,0.8206305479032752,0.17936945209672484,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.008409885011317569,-0.028155488498919003,1.761409089272164,0.1935326733306096,-0.0003320881848384565,8,8,1.0,0.004981944567686423,1.2647810359930711,2020,2025,4,4,1.0,4,1.0,4,1.0,True,Pass,,-0.004535206806123347,-0.002392654422582628,-0.9999999999999505,-0.9999999999964825,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,216
score_bo_l40_rp002_erp010__breakout_5d_after_signal__ma50,Score BO L40 R20>=0.02 ER20>=0.10 / 5D breakout after signal / MA50 trailing,score_bo_l40_rp002_erp010,Score BO L40 R20>=0.02 ER20>=0.10,breakout_5d_after_signal,5D breakout after signal,ma50,MA50 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: MA50을 price stop으로 사용합니다. 느리지만 noise가 적은 stop입니다.",0,4206,4206,0.47788873038516405,0.47788873038516405,0.010039811020489314,0.010039811020489314,-0.0033724448512333343,-0.0033724448512333343,220711103372177.94,42.227445152178056,-0.9999999998898668,-0.9999999998898668,-0.3257951140812324,-0.05208330237341602,35.63242986210176,35.63242986210176,1.5531317516342567,0.8174037089871612,0.1825962910128388,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.006929159392672344,-0.029065930599973453,1.7470741862492238,0.19357898301156662,-0.003728338418413828,8,8,1.0,0.006543525903339821,1.3248655912472287,2023,2023,4,4,1.0,4,1.0,4,1.0,True,Pass,,-0.005840021888617762,-0.0025789686073670586,-0.9999999999969805,-0.9999999997515985,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,217
score_bo_l40_rp002_erp005__breakout_5d_after_signal__ma50,Score BO L40 R20>=0.02 ER20>=0.05 / 5D breakout after signal / MA50 trailing,score_bo_l40_rp002_erp005,Score BO L40 R20>=0.02 ER20>=0.05,breakout_5d_after_signal,5D breakout after signal,ma50,MA50 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: MA50을 price stop으로 사용합니다. 느리지만 noise가 적은 stop입니다.",0,4218,4218,0.4777145566619251,0.4777145566619251,0.010012813072374033,0.010012813072374033,-0.0033724448512333343,-0.0033724448512333343,219802415418304.84,42.23404553927367,-0.9999999998840318,-0.9999999998840318,-0.3257951140812324,-0.05207683375760993,35.596965386439074,35.596965386439074,1.5521971497750846,0.817923186344239,0.18207681365576103,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.0067998278541436296,-0.02889754562140818,1.7533089239995228,0.19368885228546368,-0.003590284256435149,8,8,1.0,0.006529946506161337,1.3243514963578051,2023,2023,3,3,1.0,3,1.0,3,1.0,True,Pass,,-0.005827262585995306,-0.0029881360749542934,-0.9999999999932292,-0.9999999998898668,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,218
score_bo_l20_rm002_erp015__signal_3d_confirm__ma50,Score BO L20 R20>=-0.02 ER20>=0.15 / Signal 3D confirm / MA50 trailing,score_bo_l20_rm002_erp015,Score BO L20 R20>=-0.02 ER20>=0.15,signal_3d_confirm,Signal 3D confirm,ma50,MA50 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 3거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: MA50을 price stop으로 사용합니다. 느리지만 noise가 적은 stop입니다.",5,4820,4820,0.45850622406639,0.45850622406639,0.008369643202957628,0.008369643202957628,-0.0034985246137169673,-0.0034985246137169673,70798457771619.7,40.34168023825576,-0.9999999999765555,-0.9999999999765555,-0.4620410650511302,-0.046087539972523114,34.5597510373444,34.5597510373444,1.5518763083901226,0.8068464730290457,0.19315352697095436,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.00624663765810872,-0.025196111587604698,1.8055960587662025,0.21620151867087614,-0.002575879970036136,8,8,1.0,0.0037816413410603437,1.238458979299738,2020,2020,4,4,1.0,4,1.0,3,1.0,True,Pass,,-0.004460756789427754,-0.0024013088750118854,-0.999999999998463,-0.9999999994928284,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,219
score_bo_l20_rp000_erp015__signal_3d_confirm__ma50,Score BO L20 R20>=0.00 ER20>=0.15 / Signal 3D confirm / MA50 trailing,score_bo_l20_rp000_erp015,Score BO L20 R20>=0.00 ER20>=0.15,signal_3d_confirm,Signal 3D confirm,ma50,MA50 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 3거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: MA50을 price stop으로 사용합니다. 느리지만 noise가 적은 stop입니다.",5,4820,4820,0.45850622406639,0.45850622406639,0.008369643202957628,0.008369643202957628,-0.0034985246137169673,-0.0034985246137169673,70798457771619.7,40.34168023825576,-0.9999999999765555,-0.9999999999765555,-0.4620410650511302,-0.046087539972523114,34.5597510373444,34.5597510373444,1.5518763083901226,0.8068464730290457,0.19315352697095436,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.00624663765810872,-0.025196111587604698,1.8055960587662025,0.21620151867087614,-0.002575879970036136,8,8,1.0,0.0037816413410603437,1.238458979299738,2020,2020,5,5,1.0,5,1.0,4,1.0,True,Pass,,-0.008726727472326832,-0.0024013088750118854,-0.999999999998463,-0.9999999994928284,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,220
score_bo_l20_rp002_erp005__breakout_5d_after_signal__low20_minus_0_5atr,Score BO L20 R20>=0.02 ER20>=0.05 / 5D breakout after signal / Low20 - 0.5ATR trailing,score_bo_l20_rp002_erp005,Score BO L20 R20>=0.02 ER20>=0.05,breakout_5d_after_signal,5D breakout after signal,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,5700,5700,0.47175438596491226,0.47175438596491226,0.010643181428031242,0.010643181428031242,-0.0033756919308999805,-0.0033756919308999805,2.2349737029878835e+20,60.66613413977808,-0.9999999999999706,-0.9999999999999706,-0.3162616195239687,-0.05554573350411378,38.5221052631579,38.5221052631579,1.550934367571702,0.7491228070175439,0.25087719298245614,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.007162422409900901,-0.031158299241128968,1.571465975823906,0.21108860901966403,-0.0029733989539690846,8,8,1.0,0.004872749259987616,1.2411403033688158,2020,2020,4,4,1.0,4,1.0,4,1.0,True,Pass,,-0.004145750204195607,-0.0021148229145135904,-0.9999999999999934,-0.9999999999844701,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,221
score_bo_l20_rp002_erp010__breakout_5d_after_signal__low20_minus_0_5atr,Score BO L20 R20>=0.02 ER20>=0.10 / 5D breakout after signal / Low20 - 0.5ATR trailing,score_bo_l20_rp002_erp010,Score BO L20 R20>=0.02 ER20>=0.10,breakout_5d_after_signal,5D breakout after signal,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,5679,5679,0.47209015671773197,0.47209015671773197,0.01059917700649051,0.01059917700649051,-0.003453343330950485,-0.003453343330950485,1.5102313575278015e+20,60.192726219859615,-0.9999999999999764,-0.9999999999999764,-0.3162616195239687,-0.05593593726694907,38.5265011445677,38.5265011445677,1.5475989961691785,0.7487233667899278,0.2512766332100722,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.0072012910101243825,-0.03182090351578683,1.5825754190969654,0.20819915074376327,-0.0030652560449772586,8,8,1.0,0.004731783603826905,1.2330252966976076,2020,2020,5,5,1.0,5,1.0,5,1.0,True,Pass,,-0.004258712620502146,-0.001847143383169712,-0.9999999999999948,-0.9999999999827756,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,222
score_bo_l40_rm002_erp015__signal_2d_confirm__low20,Score BO L40 R20>=-0.02 ER20>=0.15 / Signal 2D confirm / Low20 trailing,score_bo_l40_rm002_erp015,Score BO L40 R20>=-0.02 ER20>=0.15,signal_2d_confirm,Signal 2D confirm,low20,Low20 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Initial stop은 signal-day Low20입니다. 현재 Suggested Stop 아이디어와 가장 직접적으로 대응합니다.",0,5554,5554,0.46651062297443285,0.46651062297443285,0.00826843038174787,0.00826843038174787,-0.002876942610891718,-0.002876942610891718,6521325663593956.0,45.92286234022767,-0.9999999999610567,-0.9999999999610567,-0.2474134292009741,-0.044691898396448486,34.3159884767735,34.3159884767735,1.5446315557947765,0.8080662585523947,0.19193374144760533,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.006928291533991358,-0.02166563588846098,1.6594715299550757,0.23064896173550198,0.0025343548710926606,8,8,1.0,0.005913180504715004,1.3785454592720707,2020,2020,3,3,1.0,3,1.0,2,1.0,True,Pass,,-0.0033389280490198053,-0.002121591733172055,-0.9999999999981952,-0.9999999999610567,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,223
score_bo_l40_rp000_erp015__signal_2d_confirm__low20,Score BO L40 R20>=0.00 ER20>=0.15 / Signal 2D confirm / Low20 trailing,score_bo_l40_rp000_erp015,Score BO L40 R20>=0.00 ER20>=0.15,signal_2d_confirm,Signal 2D confirm,low20,Low20 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Initial stop은 signal-day Low20입니다. 현재 Suggested Stop 아이디어와 가장 직접적으로 대응합니다.",0,5554,5554,0.46651062297443285,0.46651062297443285,0.00826843038174787,0.00826843038174787,-0.002876942610891718,-0.002876942610891718,6521325663593956.0,45.92286234022767,-0.9999999999610567,-0.9999999999610567,-0.2474134292009741,-0.044691898396448486,34.3159884767735,34.3159884767735,1.5446315557947765,0.8080662585523947,0.19193374144760533,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.006928291533991358,-0.02166563588846098,1.6594715299550757,0.23064896173550198,0.0025343548710926606,8,8,1.0,0.005913180504715004,1.3785454592720707,2020,2020,4,4,1.0,4,1.0,3,1.0,True,Pass,,-0.00564045394124185,-0.002121591733172055,-0.9999999999981952,-0.999999999936284,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,224
score_bo_l40_rm002_erp005__breakout_5d_after_signal__ma50,Score BO L40 R20>=-0.02 ER20>=0.05 / 5D breakout after signal / MA50 trailing,score_bo_l40_rm002_erp005,Score BO L40 R20>=-0.02 ER20>=0.05,breakout_5d_after_signal,5D breakout after signal,ma50,MA50 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: MA50을 price stop으로 사용합니다. 느리지만 noise가 적은 stop입니다.",0,5353,5353,0.4679618905286755,0.4679618905286755,0.008365673986992972,0.008365673986992972,-0.0029881360749542934,-0.0029881360749542934,2299237924422629.5,44.78145285237338,-0.9999999999535216,-0.9999999999535216,-0.3257951140812324,-0.046548247029108,35.35176536521577,35.35176536521577,1.5434265396776288,0.8001120866803662,0.19988791331963385,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.007048690075161646,-0.026114841431457304,1.8473303572862405,0.2037613332372766,6.924384819101577e-05,8,8,1.0,0.006423867741008706,1.3811785492578823,2023,2023,3,3,1.0,3,1.0,2,1.0,True,Pass,,-0.0037045146314212945,-0.0025789686073670586,-0.9999999999970799,-0.9999999999406787,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,225
score_bo_l40_rp000_erp005__breakout_5d_after_signal__ma50,Score BO L40 R20>=0.00 ER20>=0.05 / 5D breakout after signal / MA50 trailing,score_bo_l40_rp000_erp005,Score BO L40 R20>=0.00 ER20>=0.05,breakout_5d_after_signal,5D breakout after signal,ma50,MA50 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: MA50을 price stop으로 사용합니다. 느리지만 noise가 적은 stop입니다.",0,5353,5353,0.4679618905286755,0.4679618905286755,0.008365673986992972,0.008365673986992972,-0.0029881360749542934,-0.0029881360749542934,2299237924422629.5,44.78145285237338,-0.9999999999535216,-0.9999999999535216,-0.3257951140812324,-0.046548247029108,35.35176536521577,35.35176536521577,1.5434265396776288,0.8001120866803662,0.19988791331963385,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.007048690075161646,-0.026114841431457304,1.8473303572862405,0.2037613332372766,6.924384819101577e-05,8,8,1.0,0.006423867741008706,1.3811785492578823,2023,2023,4,4,1.0,4,1.0,3,1.0,True,Pass,,-0.0037045146314212945,-0.0025789686073670586,-0.9999999999970799,-0.9999999998840318,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,226
score_bo_l10_rp002_erp010__breakout_5d_after_signal__low20_minus_0_5atr,Score BO L10 R20>=0.02 ER20>=0.10 / 5D breakout after signal / Low20 - 0.5ATR trailing,score_bo_l10_rp002_erp010,Score BO L10 R20>=0.02 ER20>=0.10,breakout_5d_after_signal,5D breakout after signal,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 10}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,6364,6364,0.47313010685103707,0.47313010685103707,0.010534410542495702,0.010534410542495702,-0.004258712620502146,-0.004258712620502146,4.12713162219045e+22,67.04098869244265,-0.9999999999999948,-0.9999999999999948,-0.29544844846374707,-0.05609251506013201,38.50267127592709,38.50267127592709,1.5432909726315909,0.7479572595851666,0.25204274041483343,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.0068104758534486675,-0.03104537697389743,1.6156478052403824,0.21218571803177314,-0.004409713312657853,8,8,1.0,0.004280335712641703,1.2080089575558342,2020,2020,4,4,1.0,4,1.0,4,1.0,True,Pass,,-0.004069577418667201,-0.0013108502215950484,-0.9999999999999989,-0.9999999999999336,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,227
score_bo_l40_rp002_erp015__signal_2d_confirm__low20_minus_0_5atr,Score BO L40 R20>=0.02 ER20>=0.15 / Signal 2D confirm / Low20 - 0.5ATR trailing,score_bo_l40_rp002_erp015,Score BO L40 R20>=0.02 ER20>=0.15,signal_2d_confirm,Signal 2D confirm,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,4384,4384,0.4625912408759124,0.4625912408759124,0.010295546457598252,0.010295546457598252,-0.004773781779981166,-0.004773781779981166,1528214066219348.5,45.135675670110736,-0.9999999999892364,-0.9999999999892364,-0.3124227450303231,-0.05352870896593602,37.716012773722625,37.716012773722625,1.5421201898443824,0.7625456204379562,0.2374543795620438,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.007237621904931983,-0.025403826064874135,1.4749908285311646,0.2505775961345401,-0.0016043170126459044,8,8,1.0,0.0059413418309135855,1.2975963724933695,2020,2020,3,3,1.0,3,1.0,3,1.0,True,Pass,,-0.0053639627275010576,-0.002242954298741993,-0.9999999999997913,-0.9999999999926805,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,228
score_bo_l20_rm002_erp010__signal_3d_confirm__ma50,Score BO L20 R20>=-0.02 ER20>=0.10 / Signal 3D confirm / MA50 trailing,score_bo_l20_rm002_erp010,Score BO L20 R20>=-0.02 ER20>=0.10,signal_3d_confirm,Signal 3D confirm,ma50,MA50 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 3거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: MA50을 price stop으로 사용합니다. 느리지만 noise가 적은 stop입니다.",8,5136,5136,0.4487928348909657,0.4487928348909657,0.008141511681183353,0.008141511681183353,-0.004460756789427754,-0.004460756789427754,189914321919371.94,41.81480399455771,-0.9999999999929376,-0.9999999999929376,-0.4620410650511302,-0.045112758599438085,33.71047507788162,33.71047507788162,1.5419209035476564,0.8128894080996885,0.18711059190031154,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.005767242323897685,-0.0252963777895542,1.8563712804052148,0.20728499754335344,-0.0029320600102700194,8,8,1.0,0.0034696780636151846,1.2218120195372342,2020,2020,5,5,1.0,5,1.0,4,1.0,True,Pass,,-0.004875335864103379,-0.002797675524735586,-0.9999999999996206,-0.9999999997607831,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,229
